Nro. IMNC,Nombre Insp.,Taller Insp.,Taller IMNC,Sec. Costo,Causa,Estado,Fecha IMNC,Fecha Disp.,Disposición,Fec.Cierre,Fec. Comp. Tareas,Prog OTG,SA IMNC,Cliente,Contrato,OTG Origen,OTP Origen,Agrupador OTP Origen,Operación,Desc. Operación,Taller de la Ope.,Doc. Cliente,Cod.Prov.,Proveedor,Nro. Parte,Nro. Serie,Desc.,Desc. Discrepancia.,Cód. Novedad,OTG Resolución,OTP Resolución,Agrupadora Resolución,Taller Ope ó Taller IMNC,Tecnologia Taller,Matricula / N° Plano
60262,Kanon,3768,411,,,Cerrado,13/12/2024,13/12/2024,,20/12/2024,20/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754417,390820.0,50,"APLICACIÓN DE LA PINTURA POLIURETÁNICA GRIS SEMI-BRILLANTE PN: 656-58-6293/X-503-(26293) (POS. 3) SEGÚN NE 40-274 (NPF/PIN/027).
                                                                                            NOTA 1: FILTRAR LA PINTURA ANTES DE SU APLICACIÓN. 	
NOTA 2: APLICAR SEGÚN IOP/PIN/0003.
NOTA 3: EL TIEMPO MÁXIMO PARA EVITAR LA REACTIVACIÓN DE LA SUPERFICIE ES DE 24 HORAS.          NOTA 4: ACOMPAÑAR TODAS LAS ETAPAS PROCESALES CON UNA PROBETA DE ALUMINIO 2024 T3 PARA REALIZAR LA MEDICIÓN DE ESPESOR. LAS PROBETAS CONFECCIONADAS DURANTE EL PROCESO DE PINTURA, DEBEN UBICARSE EN UNA ZONA REPRESENTATIVA DEL MISMO. IDENTIFICAR LAS PROBETAS CON NRO. DE NCOT Y PN DE LA PIEZA. VER IOP-PIN-0016.                                                                                    	
- PRESIÓN DE ATOMIZACIÓN (20-50 PSI)
- ESPESOR (50 A 75 µm)	                                                    
- TIEMPO ENTRE MANOS: 15-30MIN			
- SECADO: 8 HORAS A 25 ± 2 °C Y 55 ± 5 % HR, ASEGURARSE UN ADECUADO FLUJO DE AIRE ALREDEDOR DE LA PIEZA DENTRO DE LA CABINA DE SECADO.                                                                                    - SECADO ACELERADO: DEJAR LA MEZCLA UN TIEMPO DE INDUCCIÓN DE 30 MINUTOS. APLICAR PINTURA EN LA PIEZA S/LAS CONDICIONES DESCRIPTAS Y LUEGO SECAR 1 HORA A 24 °C Y POSTERIORMENTE 2 HORAS A 49 °C.            

COMPLETAR FORMULARIO IOP-PIN-0020-1                               
 SI LAS CONDICIONES DE SECADO NO SE PUEDEN CUMPLIR, NO REALIZAR LA OPERACIÓN. COMUNICAR LA NOVEDAD AL JEFE DEL ÁREA OPERATIVA Y A ING. DE PROCESOS.

",411.0,,,Goku,390-04164-403-903,20-20,CONJ. PINTADO CARENADO FLAP MOVIL 2,"Se observan sobre el conjunto ya pintado en OP 50 las siguientes observaciones :
1-  falta identificaciones OP 20 y 25 .
2-  Falta de pintura ( pintura saltada en proceso de  desenmmacarado ) en todo el contorno trasero del conjunto una zona de aprox. 5 mm de ancho por 1500 mm de largo . NOVEDAD MUY VISIBLE .
3-  Falta de pintura en 4 remaches en interior .
4- En una zona tapa central se filtro pintura sobre el plano del sellante , en el resto de las tapas hay pintura en los cantos de los sellantes . No apto según IPT -PIN -0507 pagina 11 .
5- Muy leves marcas en 2 remaches del lado pintado gris .
NOTA .    VER OBSERVACIONES INDICADOS EN EL CONJUNTO YA PINTADO .",PIN-006,41933820.0,757430.0,60262.0,411,PINTURA DE PARTES,20 - 20
60263,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,D-500-0255-525-1,S/D,ACOPLADOR DATABUS,Se solicita certificado de fabricante (TE CONNECTIVITY),LOG-010,,,,9001,,0 - 0
60264,Milo,3738,206,,,Cerrado,13/12/2024,13/12/2024,,08/01/2025,08/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,754079,72020.0,60,INSPECCIONAR VISUALMENTE SEGUN NE 20-032 (NPF/PRE/005) Y NE 07-009 (NPF/PRE/038).,3738.0,,,Goku,390-44534-404_MF,20,PANEL DE ACCESO,SEGUN PLAN DE INSPECCION CARACTERISTICA 6 FUERA DE TOLERANCIA.,GYD-015,41932903.0,757427.0,60264.0,3738,CONTROL DE CALIDAD,20 - 20
60265,Hyoga,3748,3748,,,Cerrado,13/12/2024,14/12/2024,,19/12/2024,19/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,753760,0.0,90,"INSTALAR BUJES SEGUN IPT-PAM-0091 METODO VI E IPT-PAM-0388
REGISTRAR NCOT DE PREPARACION DEL SELLANTE SEGUN NPF-PIN-031-1 = ______________
",308.0,,,Goku,391-58670-402_MF,N/S,"BISAGRA,TRASERA,DER-NLG,AL",Los bujes instalados presentan marcas profundas en su diámetro interior con rugosidad superficial de 2.7µm.,AGU-001,41932805.0,757449.0,60265.0,308,MECANICA CONVENCIONAL,20 - 20
60266,Aioros,3788,3719,,,Vigente c/OTP,13/12/2024,13/12/2024,,,,Tiger I,Tiger I,Jamir,Tiger I,42100201,745273,0.0,0,,,PT 2020/100100,,Goku,100B--943340A02B,1-1,BONDING ALA ALERON 2 IZQ,BONDING ALA ALERON 2 IZQ 100B--943340A02B presenta fisura,ADE-011,42100281.0,757431.0,60266.0,3719,,1 - 1
60267,Seiya,3768,413,,,Vigente c/disposición de CRP/CRM,13/12/2024,16/12/2024,,,,Jagdpanther,Sturmgeschütz III,Asgard,Jagdpanther,44036700,753249,0.0,30,REALIZAR TRATAMIENTO TÉRMICO DE REVENIDO EN HORNO DE AIRE CIRCULANTE PARA OBTENER UNA DUREZA FINAL DE 35-40 HRC S/NPF/PRE/025 E IOP/PRE/0069.,413.0,,,Goku,175732211-PMA V1T6197-01-F-003-3,0-0,AGUANTADOR MATRIZ,Ingeniería de procesos determino la generación de IMNC en el QA22 5116 para dar scrap y generar repocicion de la pieza.,TTS-005,,,,413,TRATAMIENTO TERMICO,0 - 0
60268,Seiya,3768,413,,,Vigente c/OTP,13/12/2024,16/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41936223,751780,0.0,30,"INSPECCIÓN DE DUREZA S/NPF/PRE/052 E IOP/PRE/0232, NPF/PRE/025 E IOP/PRE/069. VALOR REQUERIDO 36  - 40 HRC. REGISTRAR: N° MAYCO EQUIPO:………… VTO. CALIB.: ________ CANT.PIEZAS CONTROLADAS:……….NRO DE MEDICIONES……….VALOR MAX:………… VALOR MIN:………… MEDIA:………. S/D:…………",0.0,,,Goku,US-166-2-45-10-001,0-0,MANGO,Ingeniería de procesos determino la generación de IMNC en el QA22 5117 para dar scrap y generar reemision de la pieza.,TTS-005,41936755.0,757826.0,60268.0,413,TRATAMIENTO TERMICO,0 - 0
60269,Hyoga,3748,3748,975.0,Métodos,Cerrado en Disposición,13/12/2024,14/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,753759,0.0,85,"INSTALAR ROTULAS SEGUN IPT-PAM-0022.
REGISTRAR NCOT DE PREPARACION DEL SELLANTE: NPF-PIN-031-1 = ______________

TORQUE SIN CARGA PREVIO AL MONTAJE ( 0.028 - 0.904 Nm ) = ______________ Nm

CARGA DE INSTALACION ( NOMINAL 9.6 - MAXIMO 10.6 Tn ) = ______________ Tn

TORQUE SIN CARGA POSTERIOR AL MONTAJE ( 0.028 - 1.808 Nm ) = ______________ Nm",308.0,,,Goku,390-16809-404_MF,N/S,"CHARNELA, DELANTERA PUERTA, DER",El torque sin carga posterior al montaje da 0.01 bajo medida y fuera de tolerancia.,ADE-012,,,,308,MECANICA CONVENCIONAL,20 - 20
60270,Seiya,3768,9725,,,Cerrado en Disposición,13/12/2024,16/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,754870,10.0,40,"PERFILAR EN FRÍO EN CONDICION "" W ""DENTRO DE LOS 10 MIN DE HABER RETIRADO LA PIEZA DE LA CÁMARA FROGORÍFICA DE ACUERDO CON NE03-076 E IOP/PAM/0002  . VER IPT/PAM/0392
REGISTRAR: (TIEMPO TRANSCURRIDO ENTRE EL RETIRO DE LA PIEZA DE LA CAMARA FRIGORIFICA Y EL CONFORMADO .................. )

NOTA:
EN CASO DE PIEZAS CON OREJAS O SOBREMATERIAL
CORTAR SEGÚN LO INDICADO CON LINEAS DE TRAZOS EN IPT/PAM/0392.
RETIRAR EL EXCESO DE CONTORNO Y REBABAR DE ACUERDO CON NE03-051 (NPF/PAM/008)
CALIBRAR SEGÚN NECESIDAD S/IOP/PAM/0004.
LIMPIAR EL MATERIAL DE ACUERDO CON NE40-012. (NPF/PRE/029 E IOP/PRE/0054
",404.0,,,Goku,390-12406-403_MF,25-27,"PERFIL OMEGA, BAHIA ELEC. 2","Se observa que la cota de REF 18 152 +/-0.8 mm del PI, en las tres piezas mide 153.4/153.5 mm.",GYD-004,,,,404,CHAPA,25 - 27
60271,Shun,3748,3748,,,Cerrado,14/12/2024,14/12/2024,,17/12/2024,17/12/2024,Tiger I,Tiger I,Jamir,Tiger I,42100204,744796,15.0,60,"INSPECCIONAR ASPECTO VISUAL, DIMENSIONES, ROSCAS, RUGOSIDAD E IDENTIFICACION SEGUN PLANO.",3748.0,PT 2020/100100,,Goku,100B--241900A06B,1-1,PASADOR EJE,"La pieza presenta perforación de 2 mm a 4.5 mm del borde y el plano pide a 10,2.
La rosca exterior se encuentra en mayor medida. Una de las roscas interiores presenta rebabas.
Se observan resaltos con radios ceros en distintos sectores de la misma.",AGU-009,42100284.0,757450.0,60271.0,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),1 - 1
60272,Kanon,3768,411,,,Cerrado,14/12/2024,20/12/2024,,30/12/2024,30/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754419,390820.0,45,"ANTES DE APLICAR PINTURA POLIURETÁNICA GRIS SEMI-BRILLANTE EN LAS TAPAS, PINTAR LOS AVELLANADOS CON PRIMER BAC 452 TIPO II PN: 17084 GEP-LVOC/17085CEH-LVOC/ NE 40-143 (NPF/PIN/023).",411.0,,,Goku,390-04166-403-903,20-20,CONJ. PINTADO CARENADO FLAP MOVIL 4,"El conjunto presenta un golpe que provoco  la rotura de material compuesto de aprox. 80 mm de largo .
Ver observación indicado en el conjunto .",PAM-010,41933820.0,757760.0,60272.0,411,PINTURA DE PARTES,20 - 20
60273,Camus,3758,3870,,,Cerrado,14/12/2024,16/12/2024,,16/12/2024,16/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753633,52017.0,70,INSPECCIONAR  CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D  Y  PI 390-56947-401_MF.                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-56947-403_MF,19-19,CARENADO DE FLAP FIJO # 3 IZQ. TIP,Características 1-2 de PI 390-56847-401_MF REV / se encuentra fuera de tolerancia; se adjunta informe de medición.,GYD-015,,,,9320,CONTROL DE CALIDAD,19 - 19
60274,Camus,3758,3870,,,Cerrado,14/12/2024,16/12/2024,,17/12/2024,17/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753636,52017.0,70,INSPECCIONAR  CON INSTRUMENTO. UTILIZAR PROGRAMA DE INSPECCIÓN 3D  Y  PI 390-56947-402_MF.                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-56947-404_MF,19-19,CARENADO DE FLAP FIJO # 3 DER. TIP,"Características 2-3 de PI 390-56947-404_MF REV A se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,,,,9320,CONTROL DE CALIDAD,19 - 19
60275,Seiya,3768,3748,742.0,Herramientas/Maq.,Cerrado en Disposición,14/12/2024,17/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752247,0.0,30,"REBABAR COMPLETO, MATAR CANTOS VIVOS, BORRAR MARCAS DE HERRAMIENTA SEGUN IPT-PAM-0082.
PROCESAR POR TAMBOR VIBRATORIO SEGUN IPT-PAM-0766.
",301.0,,,Goku,390-57291-001_MF,21-26,"COSTILLA,CARENA MOVIL 3,FLAP-IZQ","Se observa que las cotas de REF  9 se encuentran fuera de tolerancia para las piezas N 2 , 3 y 5. según planes de inspección adjunto.",AGU-009,,,,301,MECANICA CONVENCIONAL,21 - 26
60276,Seiya,3768,3748,975.0,Métodos,Cerrado en Disposición,14/12/2024,16/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,750235,0.0,30,"REBABAR COMPLETO, MATAR CANTOS VIVOS, BORRAR MARCAS DE HERRAMIENTA SEGUN IPT-PAM-0082.
PROCESAR POR TAMBOR VIBRATORIO SEGUN IPT-PAM-0766.
",301.0,,,Goku,390-47435-001,18-20,"SPLICE,SEAL","Se observa que la cota de referencia 10 1.6 +/- .2 mm, se encuentra en C/U 4 piezas en 2 mm, quedando estas fuera de tolerancia.",GYD-006,,,,301,MECANICA CONVENCIONAL,18 - 20
60277,Hyoga,3748,3748,,,Cerrado,14/12/2024,16/12/2024,,18/12/2024,18/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,753776,0.0,90,"INSTALAR BUJES SEGUN IPT-PAM-0091 METODO VI E IPT-PAM-0389
REGISTRAR NCOT DE PREPARACION DEL SELLANTE SEGUN NPF-PIN-031-1 = ______________
",308.0,,,Goku,391-58672-402_MF,N/S,"BISAGRA,TRASERA,DER-NLG,AL",Los bujes instalados presentan marcas profundas en su diámetro interior con rugosidad superficial de 2.41µm.,PAM-005,41932805.0,757457.0,60277.0,308,MECANICA CONVENCIONAL,19 - 19
60278,Hyoga,3748,3748,975.0,Métodos,Cerrado,14/12/2024,16/12/2024,,18/12/2024,18/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932805,756057,60069.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.

REGISTRAR DIAMETRO ESCARIADO 9.525 H7 MIN = __________ MAX = __________ MM

REGISTRAR DIAMETRO ESCARIADO 12.7 H7 MIN = __________ MAX = __________ MM
.",310.0,PT 2019/419361,,Goku,390-57715-402_MF,N/S,"HINGE LATERAL 1,RH",Presenta entrada de herramienta sobre una de las aletas posteriores de 2(±0.2) mm en sector aledaño al radio quedando el espesor en dicho sector en 1.67 mm,PAM-003,41932805.0,757509.0,60278.0,310,CONTROL NUMÉRICO,19 - 19
60279,Aioros,3788,3719,,,Vigente c/OTP,14/12/2024,16/12/2024,,,,Tiger I,Tiger I,Jamir,Tiger I,42100201,745781,0.0,0,,,PT 2020/100100,,Goku,100B--120460A00C,1-1,SOPORTE ALERON 3,Perforaciones de SOPORTE ALERON 3  100B-120460A00C no coincidentes con los TOMA ALERON A3 100B-120660A00C,AGU-009,42100282.0,757500.0,60279.0,3719,,1 - 1
60280,Aioros,3788,3719,,,Vigente c/OTP,14/12/2024,16/12/2024,,,,Tiger I,Tiger I,Jamir,Tiger I,42100201,745781,0.0,0,,,PT 2020/100100,,Goku,100B--120450A00C,1-1,SOPORTE ALERON 2,Perforaciones de SOPORTE ALERON 2 100B--120450A00C abandonadas próximas a las de fijación de TOMA ALERON A2 100B--120650A00C,AGU-004,42100282.0,757501.0,60280.0,3719,,1 - 1
60281,Shaka,3758,203,,,Cerrado,16/12/2024,16/12/2024,,17/12/2024,17/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753632,52017.0,75,"INSPECCIONAR  CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D  Y  PI 390-57298-401_MF.                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................                                                                                                                          

",9320.0,,,Goku,390-57298-403_MF,19-19,CARENADO DE FLAP FIJO # 2 IZQ. TIP,"Las referencias 5 y 6 del PI 390-57298-403_MF REV. /, se encuentran fuera de tolerancia.",AGU-009,,,,9320,CONTROL DE CALIDAD,19 - 19
60282,Milo,3738,1222,,,Vigente c/OTP,16/12/2024,17/12/2024,,,,Tiger I,Tiger I,Jamir,Tiger I,42100201,745781,0.0,5,POSICIONADO DE RECUBRIMIENTO INTRADOS (POS. 27) EN UTILLAJE UTILIZANDO LOS AGUJEROS DE COORDINACION.,222.0,PT 2020/100100,,Goku,100B--120000A00U,1,ALA DER. PRE-EQUIPADA,"PIEZA P/ N 100B-110850A05B,PREPERFORADO FUERA DE TOLERANCIA CON RESPECTO A CONTORNO.",GYD-003,42100281.0,757829.0,60282.0,222,,1 - 1
60283,Hades,3979,3870,,,Cerrado,16/12/2024,16/12/2024,,19/12/2024,19/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933022,753229,390622.0,0,,,,,Goku,395-05400-431,22,CONJUNTO RACK DE ELECTRONICA (SUP),"Soporte, arnés P/N 390-15811-001 ,montado fue fabricado a riesgo con un material alternativo, el cual no fue autorizado según la Nota CD 203174379""",CYD-001,41933822.0,757498.0,60283.0,3870,ARMADO,22 - 22
60284,Shiryu,3758,3748,975.0,Métodos,Cerrado en Disposición,16/12/2024,16/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752846,0.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN,9320.0,,,Goku,390-57614-405_MF,19-19,"CHARNELA CENTRAL,IZQ-SPOILER 4",De acuerdo a plan de insp. 390-57614-405_MF REV A la ref. 16 se encuentra fuera de tolerancia. Ver informe adjunto en red. \\Srie04in1\\mediciones 3d\\SALA DE MMC - PAM\\MEDICIONES\\KC 390\\390-57614-405_MF\\390-57614-405_MF_OTP752846_op40,GYD-015,,,,9320,CONTROL DE CALIDAD,19 - 19
60285,Seiya,3768,9725,,,Cerrado,16/12/2024,16/12/2024,,10/01/2025,10/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,750714,0.0,40,"INSPECCIONAR POR LIQUIDOS PENETRANTES SEGUN NE07-001 (NPF/END/003 E IOP/END/0001).

ENSAYO N°: ______________",6214.0,,,Goku,390-47455-002_MF,19-19,LARGUERILLO 05 DERECHO,"Segun ensayo END-3737-24 se informa no conforme, persiste la corrocion en zonas indicadas, no conforme con criterio de NPF/END/003",PAM-002,41932805.0,757827.0,60285.0,6214,ENSAYO NO DESTRUCTIVO,19 - 19
60286,Aioros,3788,205,,,Vigente c/OTP,16/12/2024,17/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754392,390120.0,0,,,,,Goku,391-58682-403,20-20,"PUERTA POSTERIOR, LH, CJTO NLGD","BISAGRA,TRASERA,IZQ-NLG,AL 391-58675-401 presenta marcas de herramienta",ADE-011,41933820.0,757502.0,60286.0,205,MECANICA CONVENCIONAL,20 - 20
60287,Camus,3758,3870,,,Cerrado,16/12/2024,17/12/2024,,08/01/2025,08/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753707,72020.0,65,INSPECCIONAR  CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D Y PI 390-44538-404.                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-44538-404_MF,20-20,RECUBRIMIENTO,"Características 4-6 de PI 390-44538-404_MF REV / se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,41932903.0,757828.0,60287.0,9320,CONTROL DE CALIDAD,20 - 20
60288,Camus,3758,3870,,,Cerrado,16/12/2024,17/12/2024,,07/01/2025,07/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753712,72020.0,75,INSPECCIONAR  CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D Y PI 390-44534-403_MF.                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-44534-403_MF,20-20,PANEL DE ACCESO,"Característica 6 de PI 390-44534-403_MF REV / se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,,,,9320,CONTROL DE CALIDAD,20 - 20
60289,Poseidon,9451,9001,,,Cerrado en Disposición,17/12/2024,17/12/2024,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300020,0.0,0,,,,,Goku,FA18635,S/D,BALLENA,"Novedades detectadas en los ensayos (dimensional y diagrama de cargas).
Req 261555",LOG-001,,,,9001,,0 - 0
60290,Poseidon,9451,9001,,,Cerrado en Disposición,17/12/2024,17/12/2024,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300020,0.0,0,,,,,Goku,AE649-4160,S/D,RESORTE,"Novedades varias detectadas durante los ensayos de recepción (dimensional y diagrama de cargas).
REQ 261557",LOG-001,,,,9001,,0 - 0
60291,Shaka,3758,3870,,,Cerrado en Disposición,17/12/2024,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753227,390920.0,70,"INSPECCION DIMENSIONAL DE ACUERDO A:
PI 390-57310-409 PI rev / 

REGISTRAR NUMERO DE ID DEL EQUIPO DE MEDICION.........................................................

REGISTRAR FECHA DE VENCIMIENTO DE LA CALIBRACION .........................................................

",0.0,,,Goku,390-57310-409,20-20,SPOILER 1 IZQUIERDO,"La referencia 7 (tolerancia de forma de superficie extradós), del PI 390-57310-409 REV./, se encuentra fuera de tolerancia.",GYD-015,,,,3870,ARMADO,20 - 20
60292,Shaka,3758,3870,,,Cerrado en Disposición,17/12/2024,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753235,390920.0,70,"INSPECCION DIMENSIONAL DE ACUERDO A:
PI 390-57310-410 PI rev / 

REGISTRAR NUMERO DE ID DEL EQUIPO DE MEDICION.........................................................

REGISTRAR FECHA DE VENCIMIENTO DE LA CALIBRACION .........................................................

",0.0,,,Goku,390-57310-410,20-20,SPOILER 1 DERECHO,"La referencia 7(tolerancia de forma de superficie extradós) del PI 390-57310-410 REV./, se encuentra fuera de tolerancia.",GYD-015,,,,3870,ARMADO,20 - 20
60293,Kraken Isaak,9451,9001,,,Datos básicos,17/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,A848KH,CW-89979 - 83,CONTACTOR,CAL. Falta Certificación S/N CW-89979 a CW-89983,LOG-005,,,,9001,,0 - 0
60294,Poseidon,9451,9001,,,Cerrado en Disposición,17/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,MS27754-34M,S/D,INTERRUPTOR,Se recibe sin certificado de fabricante (HONEYWELL).,LOG-010,,,,9001,,0 - 0
60295,Kraken Isaak,9451,9001,,,Datos básicos,17/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300020,0.0,0,,,,,Goku,,,NITROGENO LIQUIDO A GRANEL,LOG - El saldo no es suficiente para ingresar la totalidad recibida. Reclamado via mail 11/11,LOG-001,,,,9001,,0 - 0
60296,Kraken Isaak,9451,9001,,,Datos básicos,17/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,"PIA-W-5625D (9/16""-17925)",,"CINTA TUBULAR DE NYLON, BLANCA","LOG - No coincide PN recibido con solicitado en oc. Se recibe PN: PIA-W-5625-C1-9/16"", oc solicita PIA-W-5625D (9/16""-17925). LIM 261484",LOG-001,,,,9001,,0 - 0
60297,Kraken Isaak,9451,9001,,,Datos básicos,17/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300013,0.0,0,,,,,Goku,SSP550-45,,PLANCHA DE GOMA SILICONADA CONDUCTI,"LOG - Se recibe PN: R-FLS-121141, no coincide con lo solicitado en oc. CAL, Falta Certificación Lote: EH026 y EG025.",LOG-001,,,,9001,,0 - 0
60298,Camus,3758,3870,,,Cerrado,17/12/2024,18/12/2024,,18/12/2024,18/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753546,82019.0,215,"INSPECCIONAR  CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D  Y  PI 390-57812-403_MF.                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
/",9320.0,,,Goku,390-57812-403_MF,19-19,PANEL DE SPOILER 6 IZQ,"Característica 3 de PI 390-57812-403 REV A se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,41932903.0,757572.0,60298.0,9320,CONTROL DE CALIDAD,19 - 19
60299,Aioros,3788,9160,,,Cerrado,18/12/2024,07/01/2025,,07/01/2025,07/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753235,390920.0,0,,,,,Goku,390-57310-410,20-20,SPOILER 1 DERECHO,"HINGE CENTRAL 390-573121-404 Y HINGE LATERAL 2 RH 390-57316-402, según IPT solicita PE21101-4-54 y se instalo PE21101-4-55 C/U 6 por falta de Stock,",CYD-001,,,,9160,,20 - 20
60300,Aioros,3788,9160,,,Cerrado,18/12/2024,07/01/2025,,07/01/2025,07/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753227,390920.0,0,,,,,Goku,390-57310-409,20-20,SPOILER 1 IZQUIERDO,"HINGE CENTRAL 390-573121-403 Y HINGE LATERAL 2 LH 390-57316-401, según IPT solicita PE21101-4-54 y se instalo PE21101-4-55 CU 6 por falta de Stock,",CYD-001,,,,9160,,20 - 20
60301,Aioros,3788,3870,,,Cerrado,18/12/2024,19/12/2024,,19/12/2024,19/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753235,390920.0,0,,,,,Goku,390-57310-410,20-20,SPOILER 1 DERECHO,PANEL DE SPOLER 390-57312-404 excesivo avellanado para instalar tornillo PE21101-4,AGU-005,41933820.0,757670.0,60301.0,3870,ARMADO,20 - 20
60302,Mu,3758,3748,975.0,Métodos,Cerrado en Disposición,18/12/2024,19/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,755235,0.0,45,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,9320.0,,,Goku,390-05451-403_MF,23-23,"SUBCONJ-SOPORTE, INTERFACE, RACK",La Referencia 9 de PI se encuentra fuera de tolerancia. Informe adjunto,GYD-015,,,,9320,CONTROL DE CALIDAD,23 - 23
60303,Afrodita,3738,203,,,Vigente c/OTP,18/12/2024,18/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753557,82019.0,0,,,,,Goku,390-57612-404_MF,19-19,PANEL DE SPOILER 4 DER,"Se realizo inspeccion por US y se delimito una zona caracterizada como inclusion, ver END 262792 adjunto.",COM-018,41932903.0,757654.0,60303.0,203,MATERIAL COMPUESTO,19 - 19
60304,Shun,3748,3748,,,Vigente c/OTP,18/12/2024,18/12/2024,,,,Tiger I,Tiger I,Jamir,Tiger I,42100284,756102,60014.0,25,"INSPECCIONAR ASPECTO VISUAL, DIMENSIONES E IDENTIFICACION SEGUN PLANO.",3748.0,PT 2020/100100,,Goku,100B--531000A05B,0-0,PERNO FIJACION DE TREN,"Se tenia que retrabajar una rosca a presión (solicitado en QA22: 5156), la cual se realizo a lima quedando deformada y bajo medida.",PAM-009,42100284.0,757689.0,60304.0,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),0 - 0
